January_2015,Febuary_2015,March_2015,April_2015,May_2015,June_2015,July_2015,August_2015,September_2015,October_2015,November_2015,December_2015,January_2016,Febuary_2016,March_2016,April_2016,May_2016,June_2016,July_2016,August_2016,September_2016,October_2016,November_2016,December_2016,January_2017,Febuary_2017,March_2017,April_2017,May_2017,June_2017,July_2017,August_2017,September_2017,October_2017,November_2017,December_2017,Target
14.903,13.63,14.271,15.007,14.35,13.502,4.057,2.987,3.044,12.579,13.083,14.36,12.296,11.05,11.131,12.363,10.886,10.846,11.452,11.007,10.415,12.369,11.022,12.025,10.507,11.563,10.666,10.98,11.325,12.03,11.923,10.909,10.707,10.669,10.859,10.449,Abnormal
13.38,12.547,14.481,14.327,14.966,12.412,14.43,14.748,12.871,21.482,23.706,21.653,11.861,11.72,11.183,11.315,11.066,12.23,10.549,12.125,12.002,12.378,10.407,10.987,10.83,11.534,11.556,10.471,11.408,11.445,12.004,11.34,11.17,11.3,10.66,11.555,Abnormal
15.216,13.107,12.572,12.754,15.333,23.865,21.472,23.865,22.775,14.475,14.146,13.642,12.347,10.692,12.13,10.604,11.282,11.195,10.881,12.358,10.569,10.901,12.37,10.795,11.603,11.672,10.852,10.741,11.269,11.324,10.501,12.37,12.251,12.158,12.055,10.458,Abnormal
12.865,14.517,13.95,14.771,14.934,13.563,13.754,14.442,13.07,1.892,1.838,1.66,11.59,11.701,11.989,11.819,11.424,12.255,11.803,11.277,10.556,11.537,11.81,11.222,10.589,10.945,11.937,11.494,10.611,10.71,11.914,10.965,10.632,10.471,11.801,11.564,Abnormal
13.031,14.409,13.878,14.477,5.303,2.608,3.41,14.811,12.582,15.048,13.456,14.233,12.307,11.589,11.492,12.324,12.177,11.687,12.039,11.872,12.291,12.005,10.957,11.916,10.501,11.517,12.037,12.229,10.598,11.477,12.175,11.34,11.541,10.981,11.459,10.897,Abnormal
12.779,13.906,12.747,1.534,2.84,2.733,12.879,12.407,13.461,13.27,15.067,14.167,10.865,11.866,11.552,11.93,11.879,11.241,11.894,11.861,10.871,11.738,11.993,10.748,10.778,11.304,11.601,11.554,10.674,10.53,11.159,10.408,10.515,10.721,10.899,11.111,Abnormal
13.805,14.902,12.814,13.691,14.246,12.401,14.944,14.944,3.759,4.645,3.145,13.491,10.85,10.679,12.065,11.124,11.02,12.389,11.377,12.071,10.935,10.525,12.179,11.466,11.668,10.811,11.475,11.496,11.609,10.972,11.002,11.676,10.574,12.071,12.393,11.701,Abnormal
14.345,15.198,14.29,13.385,15.075,13.548,14.867,2.708,2.2,1.735,12.799,13.02,11.898,11.303,12.091,10.76,10.758,10.767,11.449,11.635,12.361,10.633,12.093,11.561,10.987,10.66,10.949,12.373,12.042,10.587,11.892,11.597,11.215,10.677,10.768,11.679,Abnormal
14.617,12.88,14.789,14.858,13.497,12.507,13.472,13.541,6.257,5.123,3.576,13.942,10.826,11.896,11.916,11.206,11.344,11.747,12.065,12.12,11.029,11.995,12.256,11.463,11.123,11.817,10.786,11.511,12.338,12.393,11.078,10.609,10.611,10.844,11.789,10.468,Abnormal
15.185,13.449,14.789,14.234,14.849,12.478,13.176,12.546,14.886,1.874,1.92,1.806,10.964,11.958,10.51,11.855,10.864,11.391,11.87,10.615,11.608,11.871,12.393,12.134,11.589,12.371,11.385,11.587,11.827,10.417,11.924,11.998,12.081,11.148,11.398,11.118,Abnormal
15.352,13.392,14.251,6.182,3.418,5.742,3.508,14.93,14.854,14.418,15.113,12.881,12.285,11.827,12.107,10.997,11.035,10.837,10.623,10.624,10.741,12.102,10.827,11.451,10.432,12.356,11.24,11.127,11.618,10.856,11.076,11.296,11.261,12.376,11.431,10.684,Abnormal
14.575,12.975,10.298,21.312,22.661,21.232,22.377,14.8,13.914,12.804,15.079,12.654,10.572,11.998,12.03,11.553,10.913,11.37,11.953,11.199,11.215,10.817,11.627,10.531,10.616,11.008,11.938,12.335,11.99,11.831,10.647,11.508,10.844,11.689,11.595,10.533,Abnormal
13.26,13.12,13.901,14.304,14.646,13.693,22.743,24.171,21.625,13.638,14.166,13.743,11.384,10.884,11.716,11.877,12.379,10.563,11.376,11.241,10.87,11.849,11.009,10.471,10.841,11.217,11.648,11.256,11.378,10.864,11.633,11.387,11.963,10.883,10.814,10.781,Abnormal
14.713,15.328,14.594,12.41,13.912,14.392,13.138,3.621,3.471,2.428,5.854,13.204,11.604,11.23,11.783,11.236,11.133,11.746,12.033,10.697,11.456,10.564,10.728,11.994,11.347,10.912,12.266,11.405,10.819,10.474,12.112,11.347,10.575,12.004,10.825,11.132,Abnormal
13.02,14.478,14.919,13.573,13.044,2.928,1.524,1.4,14.382,14.554,15.103,12.414,11.95,12.066,11.605,10.837,12.109,11.301,10.667,10.911,11.854,10.715,11.083,12.112,11.347,11.615,11.007,10.874,10.676,11.51,12.391,11.274,11.897,12.387,11.708,11.089,Abnormal
13.364,12.755,13.296,13.984,12.416,14.493,12.447,13.919,13.599,4.572,2.478,6.26,11.418,12.31,12.006,10.838,11.904,12.09,10.457,11.093,12.144,11.75,11.104,10.854,11.275,10.489,11.045,11.676,10.822,11.241,12.251,11.515,11.636,11.094,11.928,11.528,Abnormal
14.895,8.293,14.406,4.834,13.993,14.458,9.837,14.66,12.671,15.019,15.067,12.515,15.282,15.189,10.068,15.242,14.411,8.162,13.509,13.409,15.284,9.227,12.633,13.929,14.414,14.087,14.147,14.305,13.127,13.523,9.528,13.084,13.843,13.829,13.584,14.289,Abnormal
12.481,14.664,10.642,14.245,13.394,6.874,14.551,15.012,12.441,11.46,15.074,12.526,14.634,8.557,14.924,12.516,7.076,13.124,13.388,14.948,9.782,13.146,14.243,12.544,14.669,10.581,13.158,15.178,12.626,14.021,13.479,14.685,13.168,13.229,7.384,14.319,Abnormal
12.96,13.248,7.462,14.587,14.664,15.027,9.276,12.654,15.324,6.34,14.288,14.632,12.431,14.748,14.044,9.027,14.322,15.224,14.488,6.62,13.16,14.128,12.996,13.128,13.091,12.863,12.724,9.848,14.801,10.284,14.552,13.373,14.711,14.008,12.767,8.961,Abnormal
7.94,15.098,15.151,9.54,12.462,13.631,14.086,13.198,14.804,13.427,15.118,12.574,14.221,12.627,13.063,14.147,14.538,9.126,14.707,14.385,15.353,12.907,13.532,14.94,9.126,12.996,12.44,14.628,14.907,14.458,14.289,13.198,13.241,15.145,13.702,15.226,Abnormal
14.183,12.7,14.898,14.294,10.894,12.945,13.056,12.57,8.291,13.184,14.176,14.627,9.065,12.906,14.832,10.043,13.084,14.731,13.496,8.874,12.415,15.287,14.63,15.007,12.416,9.451,14.32,13.058,13.815,14.527,4.861,13.086,15.048,14.208,13.164,15.319,Abnormal
12.721,9.347,13.464,12.807,14.49,13.515,7.731,14.952,14.35,13.244,15.381,14.946,13.977,7.762,14.975,14.174,13.779,15.153,14.618,12.679,12.956,13.141,15.058,9.658,14.178,10.168,13.879,13.581,13.377,13.165,14.7,14.359,14.939,15.273,10.623,13.732,Abnormal
14.846,13.747,14.033,13.276,14.489,13.2,15.347,14.453,15.227,15.089,14.512,8.941,14.658,12.998,13.803,13.874,15.335,13.252,13.911,14.91,13.648,14.62,13.278,15.092,12.506,15.381,7.31,14.175,11.881,14.473,13.854,9.824,13.373,15.395,14.622,15.064,Abnormal
14.204,13.767,12.84,15.259,11.834,15.259,13.788,14.839,9.778,12.515,14.417,12.725,14.62,14.692,12.797,12.621,11.254,13.529,12.515,13.767,9.954,12.989,14.999,14.927,14.556,14.138,8.326,14.963,13.118,13.773,12.957,14.454,12.707,13.505,12.816,14.42,Abnormal
12.631,12.871,12.533,13.973,13.454,9.817,14.722,13.416,15.061,12.507,13.664,14.868,14.282,9.621,14.396,12.557,12.598,12.578,15.11,12.833,13.502,9.706,14.59,12.404,12.724,9.134,13.525,12.554,13.31,12.893,14.673,14.56,17.186,13.195,14.048,13.497,Abnormal
10.52,13.237,12.936,14.911,13,14.171,13.149,14.29,9.236,13.82,13.854,15.009,10.841,13.754,12.525,11.435,13.768,12.463,13.818,9.692,12.755,14.58,12.968,13.013,14.961,14.735,12.704,9.318,13.296,13.741,13.215,13.385,13.034,15.298,14.49,13.15,Abnormal
14.058,14.03,14.6,14.226,9.419,13.428,14.969,15.389,13.759,14.79,14.087,10.199,12.866,14.411,12.572,14.992,13.463,15.376,12.616,14.399,12.737,11.842,15.189,12.657,14.928,10.022,13.019,14.824,13.365,13.513,12.609,14.9,13.34,13.465,9.31,14.435,Abnormal
14.049,9.813,12.759,14.151,14.509,8.862,14.329,14.444,14.683,15.094,14.598,15.364,15.149,13.079,14.391,13.212,14.214,7.415,14.01,13.64,13.305,13.048,15.302,9.897,13.929,13.048,14.102,8.78,12.687,12.97,14.733,14.45,9.653,13.879,13.937,10.471,Abnormal
14.834,8.617,14.078,13.623,13.672,13.777,13.57,13.064,13.822,13.887,14.649,8.919,12.494,7.387,14.782,15.036,11.528,14.442,15.356,13.076,9.296,13.814,12.449,13.261,8.72,15.384,12.741,14.345,13.741,14.623,14.788,9.789,14.053,14.982,13.976,13.095,Abnormal
13.881,14.848,12.482,13.71,7.354,13.07,14.617,14.519,14.766,12.648,12.8,14.741,13.954,15.043,14.66,12.571,13.297,12.703,10.931,14.992,13.384,12.795,13.18,14.888,14.742,14.752,10.137,12.528,13.186,12.881,8.126,15.191,13.931,13.794,14.853,12.469,Abnormal
13.328,10.778,13.184,13.49,12.657,12.437,8.408,13.95,14.42,13.006,15.132,13.044,12.592,15.026,11.302,13.287,14.163,15.336,15.133,12.837,9.528,14.06,13.911,9.415,13.802,11.945,13.284,14.861,14.902,8.604,14.206,13.087,15.33,15.387,9.651,15.008,Abnormal
13.634,14.378,14.831,13.135,8.902,13.106,13.229,14.685,13.801,17.377,13.695,13.802,14.732,9.523,14.952,13.181,9.762,15.206,12.571,14.736,9.441,15.326,15.16,13.63,8.532,12.834,14.531,15.035,11.168,14.939,14.085,12.968,13.809,12.529,14.731,14.686,Abnormal
12.744,14.948,14.508,12.52,4.886,13.191,12.442,14.889,13.09,14.175,13.681,13.2,10.387,14.089,12.901,7.281,12.497,14.662,13.029,12.636,6.766,12.645,13.534,12.455,12.506,12.89,14.621,15.367,15.131,15.188,13.382,9.778,13.717,13.961,13.13,14.557,Abnormal
13.557,9.088,12.813,12.914,14.09,14.205,13.346,11.713,15.013,13.637,12.558,13.072,12.649,14.842,8.233,13.88,13.673,15.153,17.56,15.182,14.758,15.291,14.943,8.168,15.145,14.65,8.541,15.126,14.651,12.756,12.543,13.525,11.604,14.345,14.766,13.816,Abnormal
13.723,14.736,12.792,14.142,14.84,9.251,15.366,12.534,14.26,15.321,14.801,7.489,4.235,13.296,13.943,12.548,13.196,13.264,13.569,15.302,10.027,15.108,14.653,12.894,13.713,13.201,8.266,14.799,13.619,7.022,13.384,13.308,12.532,14.094,11.421,15.353,Abnormal
12.747,9.364,15.181,15.205,15.073,8.162,12.648,13.704,14.713,15.289,15.127,12.433,15.092,14.528,14.5,14.162,14.37,9.355,14.357,14.31,14.632,14.842,14.225,12.425,12.442,10.286,12.703,14.643,7.137,14.134,13.478,13.523,7.454,12.883,12.438,13.888,Abnormal
14.963,13.021,13.436,13.339,13.683,12.621,12.469,8.221,14.699,14.348,12.645,13.758,15.063,9.936,13.675,14.198,14.026,14.907,13.482,13.065,14.361,8.833,13.896,12.791,14.31,12.653,13.778,14.288,14.471,4.286,14.487,12.53,14.518,14.626,14.548,13.714,Abnormal
14.066,12.742,7.727,14.67,9.324,13.185,12.498,13.268,12.911,14.062,14.251,14.521,12.441,14.388,11.414,13.098,13.901,15.356,13.37,9.126,12.635,15.024,14.343,13.77,14.655,12.502,13.211,13.225,12.893,9.778,12.448,13.506,13.326,13.753,13.525,10.506,Abnormal
14.021,14.855,13.601,14.86,15.303,8.975,13.637,14.562,13.884,7.263,15.363,14.675,15.124,13.13,13.615,9.595,14.511,12.42,14.163,7.247,12.85,14.048,14.76,10.622,12.604,14.592,11.126,12.62,13.704,8.421,13.402,13.318,14.774,10.167,12.596,15.344,Abnormal
12.863,9.528,15.235,12.777,13.848,13.442,14.114,10.973,12.565,14.876,12.575,15.039,14.168,14.435,7.178,14.077,13.15,17.076,13.048,13.335,13.706,14.913,8.441,13.743,14.167,13.672,7.147,12.503,15.072,13.761,8.149,12.451,15.3,13.428,12.602,12.867,Abnormal
12.446,12.563,13.442,13.969,6.594,14.982,13.575,14.503,13.883,8.872,12.833,14.866,14.692,15.375,8.843,12.48,14.552,13.291,9.294,12.762,13.894,12.537,14.754,13.415,14.76,13.378,12.421,12.808,13.008,14.513,12.848,13.355,5.945,14.556,14.039,13.44,Abnormal
11.822,12.245,7.952,10.66,11.411,11.638,11.996,10.783,11.041,11.068,11.2,12.327,4.476,11.784,11.074,11.837,12.235,10.855,11.712,10.993,10.782,11.055,7.254,10.433,11.137,11.027,16.45,10.789,11.887,12.284,11.501,7.137,11.03,10.645,11.567,12.336,Abnormal
12.345,10.444,10.404,11.858,6.498,10.47,11.333,5.949,11.086,11.649,10.849,11.756,11.294,10.56,12.031,11.821,12.231,5.482,11.466,10.638,11.862,10.712,11.595,12.254,10.763,17.385,11.507,11.454,11.935,11.815,5.451,10.499,10.945,10.689,11.911,12.022,Abnormal
11.068,10.941,10.913,12.133,11.773,6.837,11.57,11.402,10.565,12.13,12.07,10.468,10.627,6.415,12.072,11.353,12.001,10.766,12.08,11.905,11.621,8.153,11.272,11.083,12.218,11.421,12.022,7.506,10.672,10.951,11.541,11.949,11.138,11.815,10.647,15.168,Abnormal
11.115,6.305,10.417,12.396,12.053,11.278,11.001,10.764,11.857,11.191,6.73,11.405,10.406,10.79,7.64,12.132,11.459,12.275,11.353,11.233,10.53,12.363,5.336,11.81,15.147,11.664,10.778,12.275,11.861,4.33,10.686,10.864,10.486,11.239,11.718,11.739,Abnormal
10.84,11.852,12.013,12.359,6.941,10.604,10.839,11.137,10.413,10.638,11.042,10.677,11.948,11.017,12.154,8.636,12.263,11.254,11.699,4.163,10.476,10.532,12.377,10.427,10.572,11.224,12.32,12.149,11.984,11.716,12.266,10.615,12.22,14.158,10.708,11.606,Abnormal
11.806,7.162,11.305,10.831,11.155,11.172,11.272,10.754,8.123,12.062,11.348,10.954,10.63,10.705,10.692,12.213,10.936,11.094,10.63,11.523,12.001,11.189,6.376,10.426,11.33,14.241,10.654,12.325,12.286,8.609,11.571,10.991,11.76,10.793,11.034,11.015,Abnormal
11.466,11.024,7.911,11.735,12.235,11.742,8.854,10.98,11.187,11.398,10.628,11.564,6.335,12.012,11.54,12.122,7.463,12.071,10.414,10.839,11.843,6.833,11.45,11.687,7.058,12.076,11.731,8.479,11.821,12.03,11.946,14.44,12.385,11.559,11.932,11.286,Abnormal
10.879,10.445,11.208,10.974,9.745,12.252,10.409,12.312,11.836,7.555,11.417,10.949,10.622,16.515,10.931,10.874,12.393,10.465,11.714,10.64,6.124,10.519,11.021,10.807,10.685,15.416,11.633,11.72,10.956,10.973,11.979,8.168,11.947,10.897,12.327,11.132,Abnormal
12.033,11,8.408,10.667,10.705,8.647,11.571,11.417,11.761,12.076,11.939,11.062,11.277,12.281,15.442,11.791,11.215,11.886,10.93,7.174,11.086,10.771,11.61,10.971,11.144,11.626,10.411,11.131,7.669,11.95,11.543,10.581,11.345,11.264,10.48,11.2,Abnormal
10.565,10.555,7.726,11.286,11.232,10.977,10.75,11.019,11.637,12.344,11.346,6.288,10.551,11.756,6.497,11.573,11.136,12.356,12.063,11.96,11.614,15.569,11.837,12.355,10.775,11.325,16.384,10.41,10.638,11.645,10.659,10.679,12.207,8.834,10.558,11.309,Abnormal
11.636,12.364,10.591,10.69,5.503,12.112,10.855,6.324,10.872,11.449,10.752,11.754,11.969,7.595,10.936,10.966,12.354,12.204,11.988,11.316,17.356,11.179,12.371,12.154,10.602,8.421,11.793,12.365,4.611,12.183,12.326,11.896,10.988,12.281,12.134,11.957,Abnormal
7.255,11.221,10.564,11.305,11.9,12.396,11.556,12.113,6.695,11.374,12.264,11.787,11.674,10.748,11.711,11.055,16.343,10.528,12.185,11.084,11.161,10.567,10.751,10.889,11.256,12.134,15.239,10.455,11.395,4.65,10.667,12.024,11.176,10.832,7.147,11.653,Abnormal
10.588,10.83,11.715,11.991,11.786,5.514,10.529,10.682,11.514,12.106,12.065,11.276,12.022,12.265,12.027,11.857,10.464,8.136,11.821,10.929,11.84,11.764,11.224,14.275,15.619,11.543,11.351,11.553,12.131,10.99,8.421,11.676,11.918,11.152,11.657,12.342,Abnormal
11.844,6.801,11.626,11.105,10.897,10.795,11.625,8.885,11.193,10.663,11.174,10.529,12.198,7.124,11.896,11.301,10.528,11.128,11.583,11.185,11.907,12.247,16.275,11.999,12.248,11.884,11.55,12.222,11.07,10.987,10.902,10.931,11.748,10.506,11.423,11.866,Abnormal
11.267,12.356,12.071,7.396,10.733,11.569,12.349,10.882,8.848,12.116,11.696,11.882,6.415,10.422,11.001,11.086,11.271,10.785,14.213,12.032,11.506,11.496,10.472,11.571,11.775,11.055,10.611,12.361,14.949,11.254,10.809,11.283,10.993,12.241,10.906,10.682,Abnormal
11.239,12.374,10.405,10.88,12.392,4.643,11.454,11.192,10.656,10.506,11.163,11.558,11.684,7.017,11.908,11.098,10.56,10.408,11.921,15.511,12.101,10.57,11.448,11.982,11.61,6.355,11.85,10.406,12.361,12.049,12.251,10.993,8.421,10.651,12.192,10.821,Abnormal
10.541,11.273,6.875,10.968,10.632,11.731,10.71,11.78,12.025,10.805,11.397,6.617,11.276,11.81,11.959,10.472,10.462,8.196,12.044,11.523,10.677,12.1,11.412,10.966,11.902,10.843,11.152,12.368,10.67,15.507,10.664,11.107,4.137,11.471,11.793,6.604,Abnormal
10.995,11.447,12.195,11.645,11.367,7.162,11.751,10.685,5.261,12.131,12.195,11.933,11.868,11.148,7.353,12.384,11.689,16.466,12.134,11.214,11.775,11.306,11.07,11.245,10.46,11.935,11.41,10.666,12.204,12.357,14.775,11.899,10.527,12.18,7.144,12.008,Abnormal
5.713,10.52,10.662,11.291,10.428,10.471,7.093,12.346,11.674,10.958,10.907,12.093,10.477,10.605,10.692,10.988,10.967,12.28,10.774,10.652,10.709,12.102,10.669,11.467,17.126,10.689,11.917,12.285,6.225,10.587,10.656,10.526,11.671,10.514,12.12,11.274,Abnormal
10.647,11.749,10.7,11.444,6.464,10.666,11.638,7.066,11.414,10.943,10.621,8.572,12.025,5.215,11.046,10.914,11.63,10.985,11.305,11.769,10.713,11.821,11.095,9.163,10.829,10.731,11.112,10.572,11.998,16.653,11.611,11.169,11.345,11.775,11.486,12.389,Abnormal
8.474,11.386,11.186,11.566,12.089,11.725,9.128,12.124,10.909,11.643,12.263,11.954,12.356,12.36,14.263,11.8,11.354,10.903,10.812,11.952,7.178,11.554,11.45,11.9,10.791,6.318,11.53,11.276,11.391,11.362,10.922,10.957,8.022,11.276,11.13,10.6,Abnormal
11.659,11.42,11.91,11.245,8.708,11.999,12.283,11.98,11.929,11.749,11.387,12.285,11.319,6.361,10.761,11.642,10.813,10.79,12.257,12.358,11.973,7.414,12.074,11.133,10.822,7.402,10.628,10.908,11.962,5.883,11.504,11.348,11.264,10.697,12.165,12.22,Abnormal
7.153,10.978,12.387,11.42,11.163,10.658,15.306,11.777,11.582,11.948,10.928,11.281,11.117,12.372,11.752,11.437,11.115,12.052,14.706,11.89,10.461,11.793,11.01,10.562,11.663,14.848,11.323,12.051,12.016,11.372,10.818,10.769,6.45,11.999,11.301,10.457,Abnormal
11.366,11.418,11.552,16.745,10.885,11.662,12.392,8.447,11.539,10.991,10.486,10.689,10.49,7.886,11.717,12.153,10.854,11.214,17.124,11.714,10.688,12.033,10.449,12.004,11.167,17.615,12.243,11.849,11.123,11.45,12.35,11.715,11.641,11.738,11.236,10.63,Abnormal
11.662,11.653,14.171,12.388,10.518,10.675,10.637,12.025,10.963,12.011,6.402,12.014,11.891,11.289,14.048,10.944,11.969,10.81,11.121,10.741,10.531,12.212,7.206,11.207,12.305,10.48,7.864,11.314,10.983,14.2017,11.751,11.028,10.925,4.211,11.619,11.572,Abnormal
10.492,11.686,10.463,7.413,6.512,10.576,10.607,11.535,11.128,4.109,10.884,10.788,4.109,4.459,5.944,11.771,10.512,10.576,10.607,11.535,11.128,12.373,10.884,10.788,10.492,11.686,10.463,11.771,10.512,10.576,10.607,11.535,11.128,8.373,7.884,6.788,Abnormal
6.912,11.205,10.817,10.887,10.619,11.895,12.041,11.402,11.5,11.453,10.636,7.654,12.333,11.205,10.817,7.12,6.996,6.206,12.041,11.402,11.5,11.453,10.636,11.218,12.333,11.205,10.817,10.887,10.619,11.895,5.041,5.402,5.5,11.453,10.636,11.218,Abnormal
10.966,8.12,11.985,12.39,10.893,10.832,7.413,11.695,11.856,11.682,11.035,12.255,10.966,10.73,11.985,12.39,10.893,10.832,6.123,5.936,5.197,11.682,11.035,12.255,10.966,10.73,11.985,6.39,7.893,7.832,11.348,11.695,11.856,11.682,11.035,12.255,Abnormal
10.414,10.539,11.674,10.79,11.41,6.19,11.943,11.215,10.821,4.123,11.998,11.811,10.414,10.539,11.674,10.79,11.41,11.123,11.943,11.215,10.821,2.619,3.123,4.006,10.414,5.539,5.74,10.79,11.41,11.123,11.943,11.215,10.821,11.06,11.998,11.811,Abnormal
6.145,10.455,11.519,11.976,7.451,11.797,11.984,11.386,12.08,11.201,8.021,12.043,10.847,10.455,11.519,11.976,10.729,11.797,4.291,3.963,2.08,11.201,12.098,12.043,10.847,10.455,11.519,4.976,5.729,5.797,11.984,11.386,12.08,11.201,12.098,12.043,Abnormal
12.005,12.246,2.156,4.483,7.988,10.938,10.407,11.206,10.632,11.84,12.178,11.663,12.005,12.246,11.797,4.237,3.947,2.125,10.407,11.206,10.632,11.84,12.178,11.663,12.005,12.246,11.797,12.263,12.102,10.938,6.407,5.206,6.632,11.84,12.178,11.663,Abnormal
10.618,0.4,1.393,11.062,10.58,11.349,11.413,10.814,11.693,11.957,11.199,10.457,3.944,2.589,1.49,11.062,10.58,11.349,11.413,10.814,11.693,11.957,11.199,10.457,10.618,11.466,11.627,11.062,10.58,11.349,11.413,10.814,11.693,1.957,2.199,2.457,Abnormal
10.755,11.109,11.541,2.342,11.77,3.124,11.904,11.289,11.368,11.226,10.688,11.423,10.755,11.109,11.541,2.237,3.713,4.706,11.904,11.289,11.368,11.226,10.688,11.423,10.755,11.109,11.541,12.237,11.77,11.315,5.904,3.289,4.368,11.226,10.688,11.423,Abnormal
10.977,11.915,11.164,10.748,11.522,12.032,6.206,5.063,10.789,10.842,11.478,11.474,10.977,11.915,11.164,10.748,11.522,12.032,1.404,2.079,4.5,10.842,11.478,11.474,10.977,11.915,11.164,4.748,4.522,4.032,11.168,10.404,10.789,10.842,11.478,11.474,Abnormal
12.247,11.215,10.49,11.875,10.706,11.5,10.56,10.893,3.143,7.85,7.987,11.719,12.247,11.215,10.49,11.875,10.706,11.5,10.56,10.893,11.001,7.621,6.865,4.331,6.247,7.215,6.49,11.875,10.706,11.5,10.56,10.893,11.001,10.985,10.969,11.719,Abnormal
9.077,9.416,10.156,8.766,10,10.146,10.049,10.349,8.869,9.865,9.633,5.571,9.077,9.416,10.156,8.766,10,10.146,14.712,12.913,13.334,9.865,9.633,9.571,9.077,9.416,10.156,6.766,7,6.146,10.049,10.349,8.869,9.865,9.633,9.571,Abnormal
8.833,9.186,9.79,9.357,8.944,9.633,10.151,9.713,10.016,10.259,16.789,14.319,3.883,4.258,5.276,9.357,8.944,9.633,10.151,9.713,10.016,10.259,8.901,10.361,8.833,9.186,9.79,9.357,8.944,9.633,2.151,2.713,3.016,10.259,8.901,10.361,Abnormal
9.665,9.258,9.276,8.745,8.776,9.12,14.671,9.726,3.125,8.743,9.767,10.194,9.665,9.258,9.276,14.602,13.987,12.651,9.828,9.726,9.596,8.743,9.767,10.194,9.665,9.258,9.276,8.745,8.776,9.12,9.828,9.726,9.596,2.743,2.767,3.194,Abnormal
9.374,9.87,9.452,8.95,5.862,9.775,9.193,9.245,10.155,9.773,9.894,9.933,9.374,9.87,9.452,8.95,10.267,9.775,3.193,4.245,5.155,9.773,9.894,9.933,9.374,9.87,9.452,8.95,10.267,9.775,4.193,3.245,3.155,9.773,9.894,9.933,Abnormal
9.598,9.711,9.035,13.646,9.495,8.857,9.729,10.334,9.362,10.386,9.781,10.026,9.598,9.711,9.035,8.928,9.495,8.857,9.729,10.334,9.362,6.593,6.106,5.372,9.598,9.711,9.035,11.928,12.495,13.857,9.729,10.334,9.362,10.386,9.781,10.026,Abnormal
9.944,5.677,6.489,9.537,9.547,9.282,9.443,10.255,10.237,10.233,9.136,9.279,9.944,10.101,9.144,9.537,9.547,9.282,7.152,6.249,5.99,10.233,9.136,9.279,2.944,3.101,3.144,9.537,9.547,9.282,9.443,10.255,10.237,10.233,9.136,9.279,Abnormal
15.771,8.799,9.804,8.835,8.844,10.365,8.762,9.923,9.717,10.192,9.143,5.164,9.71,8.799,9.804,5.249,3.851,2.967,8.762,9.923,9.717,10.192,9.143,9.286,9.71,8.799,9.804,1.835,2.844,2.365,8.762,9.923,9.717,10.192,9.143,9.286,Abnormal
8.751,9.266,8.719,10.183,9.881,9.583,9.743,9.203,10.326,4.118,3.941,10.217,4.907,4.73,2.086,10.183,9.881,9.583,9.743,9.203,10.326,10.207,9.596,10.217,8.751,9.266,8.719,10.183,9.881,9.583,2.743,2.203,3.326,10.207,9.596,10.217,Abnormal
9.159,10.279,9.282,10.254,9.611,6.159,5.245,2.012,9.618,9.9,9.087,10.075,9.159,10.279,9.282,2.205,3.906,4.16,9.393,9.71,9.618,9.9,9.087,10.075,9.159,10.279,9.282,10.254,9.611,9.017,9.393,9.71,9.618,4.9,4.087,3.075,Abnormal
9.685,8.915,7.012,5.512,6.987,10.371,9.219,9.243,9.576,10.132,9.461,8.765,9.685,8.915,9.968,9.153,9.355,10.371,4.219,5.243,5.576,10.132,9.461,8.765,9.685,8.915,9.968,9.153,9.355,10.371,3.219,4.243,3.576,10.132,9.461,8.765,Abnormal
4.897,5.894,10.264,8.8,9.97,9.757,9.547,10.343,10.131,9.785,9.661,9.393,9.881,9.011,10.264,8.8,9.97,9.757,9.547,10.343,10.131,5.785,6.813,9.393,9.881,9.011,10.264,4.8,3.97,3.757,9.547,10.343,10.131,9.785,9.661,9.393,Abnormal
9.164,8.73,5.899,8.826,4.777,10.013,9.532,6.933,10.349,8.908,9.508,9.319,1.645,2.73,2.589,8.826,9.777,10.013,9.532,9.693,10.349,8.908,9.508,9.319,4.164,4.73,5.589,8.826,9.777,10.013,9.532,9.693,10.349,8.908,9.508,9.319,Abnormal
9.067,10.281,9.114,9.118,9.305,9.146,9.45,9.206,4.126,4.118,5.821,10.218,9.067,10.281,9.114,3.118,3.305,4.146,9.45,9.206,9.416,9.118,9.821,10.218,9.067,10.281,9.114,2.118,3.305,4.146,9.45,9.206,9.416,9.118,9.821,10.218,Abnormal
8.949,10.14,9.655,8.752,10.39,10.019,13.619,14.455,1.239,9.731,9.012,9.73,8.949,10.14,9.655,8.752,10.39,10.019,3.726,3.909,3.124,9.731,9.012,9.73,8.949,10.14,9.655,8.752,10.39,10.019,5.726,4.909,5.124,9.731,9.012,9.73,Abnormal
9.419,9.215,9.43,5.967,4.839,3.102,9.963,10.291,9.684,9.039,8.941,9.254,9.419,9.215,9.43,9.522,10.033,10.382,9.963,10.291,9.684,2.039,2.941,3.254,9.419,9.215,9.43,9.522,10.033,10.382,9.963,10.291,9.684,3.039,2.941,2.254,Abnormal
5.142,2.354,4.169,9.514,8.932,8.988,8.73,9.152,9.602,8.775,9.987,8.983,10.155,9.571,9.677,9.514,8.932,8.988,2.73,3.152,3.602,8.775,9.987,8.983,10.155,9.571,9.677,9.514,8.932,8.988,3.73,4.152,3.602,8.775,9.987,8.983,Abnormal
